Word,Label
pancreatitis,1
emphysema,1
flu,1
sweating,1
pneumonia,1
weakness,1
HIV,1
runny nose,1
arrhythmia,1
allergy,1
epilepsy,1
pain,1
fever,1
avian flu,1
dizziness,1
asthma,1
tuberculosis,1
appendicitis,1
diabetes,1
chickenpox,1
asthma,1
stiffness,1
vomiting,1
sweating,1
metastasis,1
pain,1
arthritis,1
nausea,1
arrhythmia,1
dengue,1
leukemia,1
mumps,1
leukemia,1
cirrhosis,1
tetanus,1
chemotherapy,1
allergy,1
cold,1
nausea,1
headache,1
alzheimer,1
cholesterol,1
acne,1
runny nose,1
cholera,1
whooping cough,1
chemotherapy,1
mumps,1
heart attack,1
heart attack,1
tetanus,1
chickenpox,1
mumps,1
malaria,1
inflammation,1
rabies,1
metastasis,1
acne,1
pneumonia,1
cholesterol,1
hypertension,1
headache,1
cholesterol,1
gastroenteritis,1
stiffness,1
malaria,1
appendicitis,1
dislocation,1
jaundice,1
hepatitis,1
chills,1
flu,1
blister,1
fracture,1
cold,1
whooping cough,1
rabies,1
itching,1
diabetes,1
infection,1
heart attack,1
chills,1
stiffness,1
dislocation,1
paralysis,1
asthma,1
asthma,1
bronchitis,1
dizziness,1
swelling,1
tumor,1
metastasis,1
infection,1
tetanus,1
headache,1
acne,1
measles,1
cancer,1
cirrhosis,1
shortness of breath,1
COVID-19,1
melanoma,1
heart attack,1
seizure,1
parkinson,1
acne,1
fatigue,1
cramps,1
shortness of breath,1
psoriasis,1
dermatitis,1
COVID-19,1
leukemia,1
cholesterol,1
AIDS,1
malaria,1
HIV,1
mumps,1
alzheimer,1
gastroenteritis,1
cholesterol,1
emphysema,1
migraine,1
AIDS,1
weakness,1
pneumonia,1
chemotherapy,1
tumor,1
shortness of breath,1
sweating,1
measles,1
chickenpox,1
cold,1
itching,1
swelling,1
lymphoma,1
appendicitis,1
emphysema,1
jaundice,1
vomiting,1
pneumonia,1
fracture,1
chickenpox,1
flu,1
diabetes,1
lymphoma,1
seizure,1
pancreatitis,1
paralysis,1
fracture,1
dermatitis,1
blister,1
epilepsy,1
blister,1
avian flu,1
fracture,1
arthritis,1
cough,1
malaria,1
leukemia,1
stiffness,1
avian flu,1
diabetes,1
arthritis,1
whooping cough,1
cramps,1
flu,1
cirrhosis,1
cold,1
fever,1
cholesterol,1
acne,1
emphysema,1
arthritis,1
dermatitis,1
fatigue,1
psoriasis,1
stroke,1
swelling,1
diabetes,1
headache,1
metastasis,1
itching,1
psoriasis,1
food poisoning,1
tuberculosis,1
vomiting,1
chills,1
swine flu,1
hepatitis,1
eczema,1
blister,1
tuberculosis,1
typhoid,1
heart attack,1
tuberculosis,1
typhoid,1
leukemia,1
swelling,1
cholera,1
blister,1
vomiting,1
paralysis,1
ulcer,1
pancreatitis,1
cramps,1
HIV,1
sweating,1
arrhythmia,1
melanoma,1
dizziness,1
metastasis,1
seizure,1
tuberculosis,1
ulcer,1
cancer,1
meningitis,1
parkinson,1
blister,1
heart attack,1
measles,1
malaria,1
dislocation,1
avian flu,1
pneumonia,1
pneumonia,1
cough,1
cramps,1
metastasis,1
mumps,1
gastroenteritis,1
psoriasis,1
lymphoma,1
swine flu,1
emphysema,1
paralysis,1
cough,1
hypertension,1
epilepsy,1
sweating,1
fever,1
pain,1
swelling,1
cancer,1
cholesterol,1
cough,1
heart attack,1
dizziness,1
meningitis,1
vomiting,1
infection,1
arrhythmia,1
parkinson,1
emphysema,1
HIV,1
dementia,1
dermatitis,1
cancer,1
bronchitis,1
paralysis,1
alzheimer,1
cholera,1
cholesterol,1
meningitis,1
eczema,1
dengue,1
HIV,1
cold,1
flu,1
cholera,1
allergy,1
cough,1
HIV,1
fracture,1
AIDS,1
chemotherapy,1
mumps,1
dizziness,1
appendicitis,1
rash,1
ulcer,1
rash,1
itching,1
AIDS,1
flu,1
swelling,1
infection,1
fever,1
rabies,1
COVID-19,1
epilepsy,1
shortness of breath,1
infection,1
cough,1
shortness of breath,1
cancer,1
leukemia,1
acne,1
migraine,1
swine flu,1
malaria,1
cholera,1
itching,1
nausea,1
hepatitis,1
pain,1
dislocation,1
hypertension,1
swelling,1
tuberculosis,1
seizure,1
rash,1
melanoma,1
ulcer,1
arrhythmia,1
nausea,1
shortness of breath,1
chickenpox,1
stiffness,1
weakness,1
cough,1
cancer,1
bronchitis,1
typhoid,1
tetanus,1
alzheimer,1
epilepsy,1
cholesterol,1
runny nose,1
alzheimer,1
tetanus,1
migraine,1
cirrhosis,1
chickenpox,1
meningitis,1
alzheimer,1
swine flu,1
arrhythmia,1
allergy,1
flu,1
runny nose,1
asthma,1
paralysis,1
heart attack,1
diabetes,1
parkinson,1
eczema,1
COVID-19,1
dizziness,1
inflammation,1
stroke,1
swelling,1
acne,1
appendicitis,1
chickenpox,1
shortness of breath,1
nausea,1
stroke,1
food poisoning,1
swelling,1
epilepsy,1
COVID-19,1
HIV,1
stroke,1
fever,1
rash,1
rabies,1
hepatitis,1
history,0
management,0
museum,0
classroom,0
business,0
sadness,0
camera,0
sadness,0
bottle,0
forest,0
happiness,0
bottle,0
apartment,0
apartment,0
student,0
chemistry,0
motorcycle,0
construction,0
love,0
customer,0
bottle,0
professor,0
river,0
geography,0
history,0
sadness,0
education,0
physics,0
accounting,0
furniture,0
tears,0
table,0
education,0
movie,0
mathematics,0
classroom,0
professor,0
table,0
kindness,0
blackboard,0
management,0
bridge,0
highway,0
bank,0
education,0
love,0
book,0
city,0
airplane,0
stock,0
management,0
surprise,0
street,0
love,0
biology,0
motorcycle,0
football,0
stock,0
bicycle,0
bridge,0
accounting,0
camera,0
laughter,0
management,0
vehicle,0
history,0
vehicle,0
garden,0
kindness,0
poetry,0
window,0
poetry,0
river,0
business,0
management,0
pen,0
education,0
cricket,0
philosophy,0
kindness,0
university,0
management,0
laughter,0
chemistry,0
university,0
college,0
television,0
music,0
college,0
football,0
business,0
love,0
camera,0
laughter,0
customer,0
notebook,0
business,0
football,0
dancing,0
backpack,0
apartment,0
furniture,0
television,0
finance,0
camera,0
philosophy,0
chemistry,0
running,0
customer,0
ocean,0
stock,0
pen,0
blackboard,0
blackboard,0
happiness,0
school,0
tears,0
laptop,0
blackboard,0
bicycle,0
finance,0
construction,0
traveling,0
phone,0
computer,0
marketing,0
apartment,0
sadness,0
computer,0
stock,0
bridge,0
bottle,0
village,0
airplane,0
joy,0
airplane,0
television,0
football,0
anger,0
music,0
chair,0
running,0
book,0
motorcycle,0
forest,0
literature,0
economy,0
running,0
mountain,0
biology,0
painting,0
laptop,0
vehicle,0
finance,0
computer,0
backpack,0
marketing,0
joy,0
bank,0
surprise,0
motorcycle,0
physics,0
surprise,0
ocean,0
chair,0
backpack,0
bridge,0
philosophy,0
geography,0
laptop,0
accounting,0
blackboard,0
movie,0
computer,0
advertisement,0
marketing,0
blackboard,0
management,0
joy,0
phone,0
desert,0
book,0
window,0
bottle,0
river,0
customer,0
street,0
garden,0
desert,0
bottle,0
traveling,0
university,0
river,0
patience,0
ocean,0
airplane,0
bridge,0
football,0
accounting,0
bicycle,0
mathematics,0
philosophy,0
biology,0
computer,0
architecture,0
river,0
economy,0
university,0
patience,0
forest,0
anger,0
marketing,0
university,0
joy,0
happiness,0
architecture,0
highway,0
pencil,0
furniture,0
school,0
bottle,0
dancing,0
kindness,0
education,0
garden,0
pen,0
book,0
anger,0
education,0
business,0
backpack,0
laughter,0
backpack,0
window,0
mountain,0
blackboard,0
architecture,0
marketing,0
sadness,0
motorcycle,0
desert,0
architecture,0
philosophy,0
professor,0
biology,0
phone,0
movie,0
museum,0
poetry,0
advertisement,0
chemistry,0
philosophy,0
movie,0
apartment,0
patience,0
biology,0
music,0
table,0
sadness,0
accounting,0
love,0
table,0
literature,0
dancing,0
accounting,0
painting,0
traveling,0
surprise,0
marketing,0
construction,0
blackboard,0
city,0
pen,0
airplane,0
mountain,0
pencil,0
garden,0
history,0
bottle,0
customer,0
highway,0
forest,0
classroom,0
city,0
river,0
cricket,0
classroom,0
happiness,0
biology,0
river,0
university,0
tears,0
school,0
anger,0
kindness,0
apartment,0
chemistry,0
street,0
dancing,0
tears,0
notebook,0
pencil,0
notebook,0
biology,0
furniture,0
cooking,0
school,0
kindness,0
forest,0
architecture,0
cooking,0
happiness,0
television,0
dancing,0
highway,0
painting,0
desert,0
street,0
television,0
architecture,0
garden,0
desert,0
philosophy,0
bottle,0
laptop,0
geography,0
construction,0
village,0
traveling,0
dancing,0
architecture,0
apartment,0
professor,0
tears,0
music,0
street,0
painting,0
furniture,0
mathematics,0
happiness,0
tears,0
table,0
economy,0
philosophy,0
love,0
surprise,0
village,0
mountain,0
education,0
table,0
bank,0
phone,0
stock,0
business,0
economy,0
bicycle,0
laughter,0
pen,0
geography,0
football,0
village,0
notebook,0
football,0
poetry,0
anger,0
window,0
bank,0
camera,0
literature,0
chemistry,0
laptop,0
river,0
pencil,0
professor,0
painting,0
management,0
bicycle,0
phone,0
airplane,0
motorcycle,0
computer,0
construction,0
backpack,0
finance,0
chair,0
phone,0
bridge,0
college,0
patience,0
highway,0
table,0
laptop,0
bank,0
chair,0
garden,0
city,0
economy,0
surprise,0
accounting,0
apartment,0
painting,0
cricket,0
furniture,0
joy,0
museum,0
geography,0
professor,0
traveling,0
surprise,0
business,0
construction,0
tears,0
bicycle,0
bank,0
television,0
cricket,0
university,0
garden,0
geography,0
student,0
vehicle,0
physics,0
music,0
mountain,0
street,0
pencil,0
anger,0
finance,0
pen,0
movie,0
river,0
bottle,0
book,0
bank,0
book,0
physics,0
literature,0
chair,0
dancing,0
street,0
backpack,0
book,0
bridge,0
running,0
management,0
pen,0
history,0
chemistry,0
running,0
camera,0
camera,0
traveling,0
television,0
physics,0
joy,0
highway,0
mountain,0
village,0
stock,0
college,0
village,0
book,0
construction,0
architecture,0
movie,0
architecture,0
business,0
sadness,0
painting,0
chemistry,0
museum,0
customer,0
accounting,0
marketing,0
blackboard,0
literature,0
patience,0
apartment,0
vehicle,0
traveling,0
street,0
window,0
village,0
phone,0
music,0
laptop,0
laptop,0
city,0
television,0
laptop,0
dancing,0
geography,0
anger,0
student,0
biology,0
river,0
classroom,0
management,0
kindness,0
television,0
school,0
poetry,0
computer,0
street,0
student,0
poetry,0
painting,0
furniture,0
computer,0
anger,0
college,0
customer,0
physics,0
table,0
history,0
economy,0
forest,0
phone,0
customer,0
bridge,0
stock,0
physics,0
history,0
museum,0
traveling,0
bridge,0
traveling,0
classroom,0
customer,0
architecture,0
river,0
museum,0
notebook,0
stock,0
window,0
apartment,0
highway,0
city,0
history,0
economy,0
bicycle,0
music,0
literature,0
ocean,0
college,0
football,0
dancing,0
happiness,0
desert,0
village,0
chair,0
marketing,0
bicycle,0
ocean,0
kindness,0
ocean,0
garden,0
window,0
tears,0
garden,0
computer,0
customer,0
surprise,0
finance,0
furniture,0
music,0
garden,0
cooking,0
philosophy,0
vehicle,0
television,0
pencil,0
surprise,0
construction,0
chair,0
cooking,0
finance,0
stock,0
mountain,0
highway,0
physics,0
furniture,0
economy,0
bank,0
book,0
accounting,0
school,0
laughter,0
tears,0
cooking,0
desert,0
mathematics,0
backpack,0
poetry,0
museum,0
airplane,0
mountain,0
sadness,0
student,0
running,0
movie,0
television,0
bicycle,0
business,0
pencil,0
notebook,0
management,0
classroom,0
bottle,0
bottle,0
backpack,0
joy,0
pencil,0
forest,0
business,0
furniture,0
ocean,0
running,0
dancing,0
bank,0
patience,0
philosophy,0
construction,0
dancing,0
garden,0
college,0
running,0
airplane,0
mathematics,0
movie,0
happiness,0
business,0
pen,0
love,0
finance,0
phone,0
desert,0
cooking,0
ocean,0
finance,0
advertisement,0
geography,0
forest,0
anger,0
surprise,0
blackboard,0
anger,0
education,0
chemistry,0
river,0
philosophy,0
ocean,0
table,0
ocean,0
school,0
college,0
geography,0
surprise,0
customer,0
camera,0
camera,0
love,0
advertisement,0
college,0
football,0
economy,0
kindness,0
football,0
city,0
laughter,0
professor,0
painting,0
happiness,0
desert,0
painting,0
history,0
bridge,0
highway,0
mountain,0
philosophy,0
chair,0
mountain,0
chair,0
cooking,0
vehicle,0
notebook,0
cricket,0
airplane,0
school,0
physics,0
window,0
cooking,0
student,0
window,0
desert,0
bicycle,0
table,0
marketing,0
advertisement,0
phone,0
forest,0
movie,0
notebook,0
vehicle,0
love,0
laughter,0
history,0
notebook,0
traveling,0
notebook,0
computer,0
education,0
mathematics,0
joy,0
chemistry,0
student,0
desert,0
village,0
book,0
advertisement,0
biology,0
football,0
anger,0
biology,0
finance,0
cooking,0
economy,0
professor,0
advertisement,0
motorcycle,0
mathematics,0
running,0
joy,0
running,0
college,0
window,0
happiness,0
phone,0
cricket,0
apartment,0
chair,0
classroom,0
construction,0
professor,0
cricket,0
history,0
mathematics,0
geography,0
school,0
laptop,0
advertisement,0
vehicle,0
movie,0
mathematics,0
architecture,0
advertisement,0
cooking,0
running,0
airplane,0
advertisement,0
customer,0
economy,0
ocean,0
city,0
forest,0
street,0
literature,0
education,0
museum,0
biology,0
motorcycle,0
finance,0
mountain,0
cricket,0
football,0
patience,0
classroom,0
mathematics,0
highway,0
patience,0
forest,0
mathematics,0
bridge,0
laptop,0
sadness,0
poetry,0
notebook,0
chair,0
bicycle,0
street,0
bridge,0
museum,0
joy,0
accounting,0
marketing,0
bottle,0
kindness,0
pencil,0
classroom,0
university,0
museum,0
motorcycle,0
traveling,0
window,0
pen,0
classroom,0
desert,0
marketing,0
movie,0
river,0
motorcycle,0
bank,0
poetry,0
classroom,0
construction,0
kindness,0
mathematics,0
music,0
camera,0
student,0
ocean,0
literature,0
garden,0
vehicle,0
tears,0
ocean,0
finance,0
phone,0
stock,0
cricket,0
pencil,0
physics,0
school,0
professor,0
airplane,0
backpack,0
joy,0
notebook,0
city,0
book,0
stock,0
patience,0
economy,0
pencil,0
vehicle,0
music,0
construction,0
television,0
table,0
motorcycle,0
garden,0
university,0
running,0
sadness,0
computer,0
furniture,0
camera,0
table,0
forest,0
apartment,0
window,0
history,0
business,0
city,0
bank,0
literature,0
village,0
bicycle,0
movie,0
education,0
physics,0
university,0
computer,0
table,0
vehicle,0
laptop,0
student,0
laughter,0
highway,0
poetry,0
village,0
motorcycle,0
pen,0
village,0
happiness,0
management,0
poetry,0
advertisement,0
student,0
education,0
advertisement,0
professor,0
cricket,0
marketing,0
chair,0
forest,0
movie,0
sadness,0
love,0
painting,0
running,0
highway,0
computer,0
physics,0
airplane,0
bridge,0
music,0
city,0
love,0
camera,0
stock,0
laughter,0
business,0
dancing,0
painting,0
student,0
museum,0
music,0
bank,0
architecture,0
laughter,0
sadness,0
literature,0
television,0
bank,0
dancing,0
pen,0
geography,0
music,0
phone,0
patience,0
geography,0
chemistry,0
love,0
cooking,0
patience,0
desert,0
cooking,0
patience,0
university,0
customer,0
pen,0
accounting,0
biology,0
traveling,0
furniture,0
chair,0
village,0
poetry,0
cooking,0
book,0
blackboard,0
literature,0
pencil,0
cricket,0
student,0
window,0
stock,0
traveling,0
cricket,0
mountain,0
street,0
backpack,0
cricket,0
laughter,0
surprise,0
city,0
football,0
apartment,0
marketing,0
chemistry,0
literature,0
school,0
tears,0
backpack,0
economy,0
university,0
college,0
book,0
professor,0
joy,0
finance,0
happiness,0
college,0
museum,0
city,0
laptop,0
tears,0
management,0
kindness,0
anger,0
school,0
blackboard,0
mountain,0
accounting,0
camera,0
painting,0
accounting,0
school,0
advertisement,0
